2011-08-28,66189
2011-09-04,66375
2011-09-11,69247
2011-09-18,70128
2011-09-25,67867
2011-10-02,64663
2011-10-09,67787
2011-10-16,69098
2011-10-23,67254
2011-10-30,69122
2011-11-06,70867
2011-11-13,75912
2011-11-20,70975
2011-11-27,75846
2011-12-04,74873
2011-12-11,74409
2011-12-18,66415
2011-12-25,53400
2012-01-01,70302
2012-01-08,77799
2012-01-15,77242
2012-01-22,77510
2012-01-29,80768
2012-02-05,83905
2012-02-12,84278
2012-02-19,87541
2012-02-26,85877
2012-03-04,84457
2012-03-11,86831
2012-03-18,85770
2012-03-25,86971
2012-04-01,82623
2012-04-08,83066
2012-04-15,88468
2012-04-22,87384
2012-04-29,82265
2012-05-06,84498
2012-05-13,83988
2012-05-20,83837
2012-05-27,80662
2012-06-03,82183
2012-06-10,85294
2012-06-17,87908
2012-06-24,87022
2012-07-01,84028
2012-07-08,90235
2012-07-15,89862
2012-07-22,90831
2012-07-29,89405
2012-08-05,87773
2012-08-12,86142
2012-08-19,85793
2012-08-26,87794
2012-09-02,85131
2012-09-09,87223
2012-09-16,86933
2012-09-23,89636
2012-09-30,88370
2012-10-07,92716
2012-10-14,95207
2012-10-21,92338
2012-10-28,89143
2012-11-04,92541
2012-11-11,90314
2012-11-18,91429
2012-11-25,97173
2012-12-02,97038
2012-12-09,93619
2012-12-16,90051
2012-12-23,64451
2012-12-30,73671
2013-01-06,97586
2013-01-13,97180
2013-01-20,99971
2013-01-27,101854
2013-02-03,102071
2013-02-10,100438
2013-02-17,105904
2013-02-24,107820
2013-03-03,109641
2013-03-10,111334
2013-03-17,109482
2013-03-24,104023
2013-03-31,105272
2013-04-07,108955
2013-04-14,106078
2013-04-21,105528
2013-04-28,97815
2013-05-05,98185
2013-05-12,102097
2013-05-19,99981
2013-05-26,99234
2013-06-02,101253
2013-06-09,98514
2013-06-16,101684
2013-06-23,103301
2013-06-30,97809
2013-07-07,101650
2013-07-14,105927
2013-07-21,109256
2013-07-28,108913
2013-08-04,103881
2013-08-11,102196
2013-08-18,104209
2013-08-25,103298
2013-09-01,100030
2013-09-08,102782
2013-09-15,105374
2013-09-22,107265
2013-09-29,104474
2013-10-06,109371
2013-10-13,105576
2013-10-20,112935
2013-10-27,107387
2013-11-03,107663
2013-11-10,112524
2013-11-17,114601
2013-11-24,106715
2013-12-01,112437
2013-12-08,112963
2013-12-15,107664
2013-12-22,75594
2013-12-29,85788
2014-01-05,113189
2014-01-12,113750
2014-01-19,117109
2014-01-26,118506
2014-02-02,117725
2014-02-09,121519
2014-02-16,125749
2014-02-23,128415
2014-03-02,123803
2014-03-09,124241
2014-03-16,123049
2014-03-23,122361
2014-03-30,119756
2014-04-06,118962
2014-04-13,109910
2014-04-20,111785
2014-04-27,104278
2014-05-04,106606
2014-05-11,100139
2014-05-18,103656
2014-05-25,96070
2014-06-01,97439
2014-06-08,95813
2014-06-15,94122
2014-06-22,96885
2014-06-29,93091
2014-07-06,98107
2014-07-13,100138
2014-07-20,102685
2014-07-27,97545
2014-08-03,96751
2014-08-10,95395
2014-08-17,95597
2014-08-24,94104
2014-08-31,91804
2014-09-07,95861
2014-09-14,97325
2014-09-21,98018
2014-09-28,92059
2014-10-05,94917
2014-10-12,97519
2014-10-19,95637
2014-10-26,97990
2014-11-02,100556
2014-11-09,100177
2014-11-16,102464
2014-11-23,96606
2014-11-30,100496
2014-12-07,98208
2014-12-14,92880
2014-12-21,66840
2014-12-28,68864
2015-01-04,94333
2015-01-11,96287
2015-01-18,98624
2015-01-25,98518
2015-02-01,102687
2015-02-08,103995
2015-02-15,103419
2015-02-22,106513
2015-03-01,104813
2015-03-08,105450
2015-03-15,105027
2015-03-22,105401
2015-03-29,101007
2015-04-05,103589
2015-04-12,111584
2015-04-19,119254
2015-04-26,109980
2015-05-03,109671
2015-05-10,107703
2015-05-17,108261
2015-05-24,106250
2015-05-31,108091
2015-06-07,107797
2015-06-14,106983
2015-06-21,106920
2015-06-28,104264
2015-07-05,108995
2015-07-12,106502
2015-07-19,108228
2015-07-26,107723
2015-08-02,104528
2015-08-09,103922
2015-08-16,104636
2015-08-23,103964
2015-08-30,100062
2015-09-06,99870
2015-09-13,102551
2015-09-20,101919
2015-09-27,98933
2015-10-04,103721
2015-10-11,104321
2015-10-18,103487
2015-10-25,104545
2015-11-01,102999
2015-11-08,99023
2015-11-15,106448
2015-11-22,100102
2015-11-29,104631
2015-12-06,105280
2015-12-13,102880
2015-12-20,78225
2015-12-27,75011
2016-01-03,101038
2016-01-10,105221
2016-01-17,107767
2016-01-24,109147
2016-01-31,109499
2016-02-07,108618
2016-02-14,111828
2016-02-21,114557
2016-02-28,113123
2016-03-06,111623
2016-03-13,111949
2016-03-20,103204
2016-03-27,107275
2016-04-03,112286
2016-04-10,113679
2016-04-17,114787
2016-04-24,112354
2016-05-01,103870
2016-05-08,107912
2016-05-15,105841
2016-05-22,105494
2016-05-29,101815
2016-06-05,102760
2016-06-12,103391
2016-06-19,102147
2016-06-26,102429
2016-07-03,94887
2016-07-10,100381
2016-07-17,101136
2016-07-24,102409
2016-07-31,99624
2016-08-07,99609
2016-08-14,94635
2016-08-21,98755
2016-08-28,97103
2016-09-04,91804
2016-09-11,93460
2016-09-18,100033
2016-09-25,100725
2016-10-02,97439
2016-10-09,97814
2016-10-16,102152
2016-10-23,97163
2016-10-30,91694
2016-11-06,95210
2016-11-13,100322
2016-11-20,96323
2016-11-27,99764
2016-12-04,98481
2016-12-11,94731
2016-12-18,87707
2016-12-25,73139
2017-01-01,89992
2017-01-08,100042
2017-01-15,100778
2017-01-22,99617
2017-01-29,101742
2017-02-05,105006
2017-02-12,107747
2017-02-19,109344
2017-02-26,107311
2017-03-05,108040
2017-03-12,107826
2017-03-19,109842
2017-03-26,107596
2017-04-02,105659
2017-04-09,100037
2017-04-16,102640
2017-04-23,104169
2017-04-30,95874
2017-05-07,102225
2017-05-14,102434
2017-05-21,100642
2017-05-28,97872
2017-06-04,99194
2017-06-11,100818
2017-06-18,100794
2017-06-25,95854
2017-07-02,96014
2017-07-09,101297
2017-07-16,104477
2017-07-23,104211
2017-07-30,101776
2017-08-06,98932
2017-08-13,93000
2017-08-20,94672
2017-08-27,91110
2017-09-03,89151
2017-09-10,93847
2017-09-17,95584
2017-09-24,93605
2017-10-01,89843
2017-10-08,94319
2017-10-15,90308
2017-10-22,96250
2017-10-29,91228
2017-11-05,96063
2017-11-12,96903
2017-11-19,91303
2017-11-26,94620
2017-12-03,96649
2017-12-10,93193
2017-12-17,84738
2017-12-24,64853
2017-12-31,75471
2018-01-07,89924
2018-01-14,93632
2018-01-21,96368
2018-01-28,97641
2018-02-04,98874
2018-02-11,96305
2018-02-18,97410
2018-02-25,97509
2018-03-04,99424
2018-03-11,101511
2018-03-18,102348
2018-03-25,97754
2018-04-01,95587
2018-04-08,99466
2018-04-15,99095
2018-04-22,97405
2018-04-29,91912
2018-05-06,94456
2018-05-13,96447
2018-05-20,95531
2018-05-27,92598
2018-06-03,94729
2018-06-10,91877
2018-06-17,92410
2018-06-24,92503
2018-07-01,88464
2018-07-08,94506
2018-07-15,95541
2018-07-22,93493
2018-07-29,93730
2018-08-05,93358
2018-08-12,89248
2018-08-19,89622
2018-08-26,91687
2018-09-02,87801
2018-09-09,89808
2018-09-16,91968
2018-09-23,91669
2018-09-30,90560
2018-10-07,93573
2018-10-14,92255
2018-10-21,95410
2018-10-28,91191
2018-11-04,92571
2018-11-11,95700
2018-11-18,92166
2018-11-25,100075
2018-12-02,1290
